Key,Ma,FileName,Size.Mean.Area,Size.Mean.GrayIntensity,ShapeFactor,Size.Mean.DiameterMin,Size.Mean.DiameterMax,Size.Mean.DiameterMean,Size.Mean.Elongation,Size.Mean.Sphericity,Size.Mean.Perimeter,Size.sd.Area,Size.sd.GrayIntensity,Size.sd.ShapeFactor,Size.sd.DiameterMin,Size.sd.DiameterMax,Size.sd.DiameterMean,Size.sd.Elongation,Size.sd.Sphericity,Size.sd.Perimeter,Size.95.Area,Size.95.GrayIntensity,Size.95.ShapeFactor,Size.95.DiameterMin,Size.95.DiameterMax,Size.95.DiameterMean,Size.95.Elongation,Size.95.Sphericity,Size.95.Perimeter,Size.skewness.Area,Size.skewness.GrayIntensity,Size.skewness.ShapeFactor,Size.skewness.DiameterMin,Size.skewness.DiameterMax,Size.skewness.DiameterMean,Size.skewness.Elongation,Size.skewness.Sphericity,Size.skewness.Perimeter,Size.kurtosis.Area,Size.kurtosis.GrayIntensity,Size.kurtosis.ShapeFactor,Size.kurtosis.DiameterMin,Size.kurtosis.DiameterMax,Size.kurtosis.DiameterMean,Size.kurtosis.Elongation,Size.kurtosis.Sphericity,Size.kurtosis.Perimeter,d18O,d13C
925B3H2125127,0.478529411764706,"Count and Measure of 925B, 3H-2, 125-127.csv",72830.19933433596,129.9784782769119,0.8121440355951681,237.7157247902743,315.1272080753981,277.8306963613252,1.222919580209524,0.691024952077044,965.8588093574003,80535.0168951115,23.21815942283234,0.05211077054404479,102.6316571612016,139.578853824334,120.3876221917663,0.1297685582314086,0.1429290778947929,431.9454121450623,206613.4157814073,170.804134935774,0.8855878906750458,431.0919500039398,587.7012331992551,508.9871939679227,1.454151836565743,0.936718920466548,1799.797048412123,3.909909756763684,0.2119560741147396,-0.7278915403496693,2.130923140735609,2.041177347001709,2.128579450557694,0.3627389673889916,0.1954447800167674,2.061898333888192,23.50951772356692,3.23715605062395,3.216798273047611,9.252280250208857,8.469959397987683,9.072996145973935,2.436141574622424,2.121849022346627,8.687097623461746,4.46123385,-0.4714366538235294
925B3H2128130,0.479411764705882,"Count and Measure of 925B, 3H-2, 128-130.csv",66826.29170376282,150.1525978748664,0.8164319759474777,229.3835549181769,305.9054828840785,270.7160073039917,1.228309516410127,0.6797088948758337,940.0065603069156,69062.78608693053,20.35373190812066,0.04486087050523286,88.8652213959801,120.414377256968,104.0624071492436,0.113559148732803,0.1240201778406536,370.9226514302756,169251.1640211798,181.0338036863494,0.8766021458155345,399.6247365696946,530.0541516942023,463.9591325623694,1.438561228661813,0.9091084845177851,1621.753334396097,4.661023767063734,-0.2811312430622642,-1.171601310602567,2.490276065053227,2.424548566633556,2.524325657084296,0.3415847626887124,0.3000752499942407,2.416213787945522,32.10399781377705,3.677262079970587,4.759930505314816,11.8290681450126,11.57126873124188,12.2227285617366,2.803867266113639,2.555076789880509,11.51872585408249,4.4614806,-0.4712814435294118
925B3H2142144,0.483529411764706,"Count and Measure of 925B, 3H-2, 142-144.csv",65001.9548205611,158.2273291852032,0.7894477968574013,223.4987553819606,303.93113930903,267.5043307676337,1.237903302004332,0.6664466308281403,944.3370242732346,61204.0535814425,19.93314787042532,0.04391645285201227,85.7510153366744,116.8025102635257,100.8000256165261,0.104323397948592,0.1116484550791392,363.0040239537567,167835.7005467345,187.4279720359653,0.846808571356649,393.4881501138085,530.681977265373,458.7680354259852,1.421527557239862,0.8744779832374918,1657.927065178535,3.72779690368055,-0.6095805556937625,-0.8185030293590633,2.020780550012276,2.032242332830313,2.036023519110514,0.3171152541478185,0.3649961037764184,1.953748741948879,22.57222296693945,4.10499579530053,3.600953592326932,8.494089782116012,8.86738520814145,8.732584592656707,3.064429774674406,2.849366342447413,8.386438356839392,4.4626137588235295,-0.4706207076470588
925B3H2144146,0.484117647058824,"Count and Measure of 925B, 3H-2, 144-146.csv",60923.14371907023,118.5574320625521,0.8180610069097446,222.2584351272348,295.037851819851,260.6460755790614,1.223373952160037,0.6829615505839459,901.1744773487167,62627.74033959572,15.26858201601308,0.03983242133583723,80.23089795923873,108.3588211320862,93.30938605334688,0.1056827610516393,0.1160209398283123,337.5392826711375,149053.7739385337,142.791697807378,0.8648192791662076,368.372066455547,484.5191776866666,433.856936419542,1.412286488432229,0.89673785529403,1516.776178778184,5.700515146752394,-0.2111900606007922,-1.456061093958192,2.926382178570762,3.068649321815505,3.084074489627231,0.3835443111329973,0.2619377291063155,3.108109639409788,46.48000904325863,3.557743262446969,6.014400652506883,15.38025648244376,16.95557393204322,17.07533835017154,2.98640826586835,2.636751238739896,17.412738003237,4.462773370588236,-0.4705338588235294
925B3H31719,0.492126436781609,"Count and Measure of 925B, 3H-3, 17-19.csv",61173.28225273385,60.50245253035606,0.7855002802835149,219.9343236177606,297.2634846988037,262.0037269374674,1.228636687090794,0.6781018247294321,927.9825686579942,49081.14595553326,7.871168727616972,0.04343273250140162,78.21819310396477,105.4880632312753,90.81236916967762,0.1091092111196394,0.1193750797404664,335.4630627546856,173491.031571362,72.340988372093,0.843980907743163,393.775311905164,529.867201586542,466.541439060752,1.41029064580952,0.888945426814847,1670.95771599291,2.411718822423023,-0.4773919843869501,-0.650150653027085,1.70148593308563,1.633250590804139,1.578188294832568,0.2807689872539398,0.293075948649577,1.599316126222698,9.935157877261021,3.342401582231832,3.116751324012375,6.172738389779362,5.641660291695121,5.359114961503761,2.637738221951003,2.463716237829991,5.465113353722646,4.464846349425287,-0.46963425034482764
925B3H32729,0.495689655172414,"Count and Measure of 925B, 3H-3, 27-29.csv",61235.56338613934,110.6415491467203,0.8080942276879209,221.1454814745587,298.8301772821988,263.7751685002177,1.233076102916488,0.6722898126369427,917.8224397349924,45429.39507916405,14.35846607350906,0.03727042262274202,73.83678457970538,99.3335540180641,85.95948147814696,0.1058695022505084,0.1152861345173413,311.7714637548952,156844.6374815587,133.3931414794195,0.8572727067469613,374.3028574910265,509.298925749828,444.3399453000155,1.409903128262468,0.8883948276974355,1588.426948391785,2.366181758247281,-0.0716310952977724,-0.9642211140154604,1.60793357112419,1.436353350944231,1.44855039540863,0.2477965670457436,0.3714276914435956,1.461319278658755,10.16703701982642,3.736975554277723,4.343406903517859,6.169630124345789,5.136150060504566,5.206064358900286,2.808029682836612,2.672925996526535,5.231068360089189,4.465699575862069,-0.4694085910344828
925B3H33436,0.498183908045977,"Count and Measure of 925B, 3H-3, 34-36.csv",49335.68772870699,104.8914747359377,0.8028056235723919,199.1239583671856,269.8839210701163,237.8933657134645,1.232661434826668,0.6726086747104028,829.1369863938867,37122.88324607989,13.93173222236012,0.03969363870595367,64.47227803776286,85.0611202540315,73.68026900119948,0.1050274282211847,0.1151697847891717,268.2097136748289,117393.7592329226,127.292245224645,0.8567553051996535,328.8166309300358,439.7292151336307,384.6928613674178,1.411018514610112,0.884528177853375,1369.358221392352,3.295239281188674,0.0006797538170587768,-0.921290751736727,2.066876339199293,1.967930756239241,1.956208415548484,0.1829123946376897,0.4050575224168062,1.963988755315625,18.58220230456662,3.027144087153805,4.334484765901853,8.84433544079951,8.286581162668899,8.07970065772573,2.667269556779343,2.653065851391483,8.095272105947297,4.46626721954023,-0.46931985011494254
925B3H34446,0.501747126436782,"Count and Measure of 925B, 3H-3, 44-46.csv",54095.39891900121,56.97004358368714,0.7871632757881877,207.9118962605959,281.8684927508378,249.3855602075272,1.231895293267674,0.6723525285760109,881.5119799483541,39773.42056685939,7.543073716610455,0.04237825250819592,67.3244210906091,86.8292375525601,76.34063325647463,0.1004284554730216,0.111675559561861,281.4269933135522,128496.2525541958,67.8274701056423,0.8456258469509574,345.660659841136,461.3186748730744,401.6848854327446,1.400430481085637,0.8832571662050016,1460.837332853213,3.21473334580714,0.247426111281938,-0.5790183667387633,2.139171465751473,1.792237217748035,1.872410315778509,0.09806494570783165,0.549298277549079,1.810760024980581,18.38911563603013,8.550719736402193,3.199004143693833,9.96497653435087,7.222422561535797,7.763940109395255,2.866237764639282,3.032901523588826,7.243884908144677,4.467027413793104,-0.46930358149425283
925B3H35254,0.504597701149425,"Count and Measure of 925B, 3H-3, 52-54.csv",55043.93146359589,131.361613780383,0.793142481797471,209.6478930621359,282.3734195620886,249.9790732129556,1.227132400154166,0.6783864256446291,879.3756640731336,41725.15105293192,17.11718478477874,0.04286196099477668,72.07999288080907,94.28265089499385,82.21521891313286,0.1043525972945907,0.1139926153050893,298.0394070882355,139833.006096068,156.753356539035,0.854930885515616,355.469907400498,481.032428294368,419.517058340389,1.40911569215601,0.887248463365669,1503.83528345103,2.587523306523277,-0.3076430722547424,-0.6700381280127456,1.655030388825266,1.565424111900635,1.538796011422633,0.3558893528469539,0.3043533692865885,1.548731139240494,12.18689536440474,3.768621243873613,3.595239000499819,6.474712050196171,5.885190950692127,5.74147796777817,3.051914899957579,2.706464356452344,5.91036232984508,4.46758895862069,-0.46939029482758615
925B3H36062,0.507448275862069,"Count and Measure of 925B, 3H-3, 60-62.csv",63428.60283634271,111.3054993900407,0.8012423074400864,223.2782346717012,302.6690362027307,266.350162187718,1.237984904070028,0.6688538057027571,931.168523620345,51148.99879589552,14.32826305555042,0.04178805168438852,80.16543744583154,109.2525206098192,93.55926917815128,0.1132528506598287,0.1213986302776318,341.2225950961446,166267.8724335989,133.6273712966615,0.8570058427823396,385.1848889908576,516.5522618373566,458.2804038030902,1.437447500631484,0.8907388315927064,1609.936852809435,2.849325611428206,0.006961846874941067,-0.9565337501100583,1.460520128129312,1.604059939086695,1.447246121056805,0.2992687661913686,0.3359916657123014,1.541755401691942,16.72553441467798,3.693052266035381,4.250575672077093,5.61266688766914,7.040364548426038,5.740006088224354,2.753678872541733,2.604407196883526,6.413756654383025,4.468106924137931,-0.46956683172413793
925B3H37678,0.513149425287356,"Count and Measure of 925B, 3H-3, 76-78.csv",65574.75350396434,134.363184850881,0.8063977454259802,230.2672784459848,309.203761121168,274.0553988626421,1.230176000474789,0.6752514366436896,957.7197916761749,47584.71367923982,16.21039736498983,0.04198658935273225,74.2907377854401,99.43771790589234,86.07197720198474,0.1051269600435034,0.1146407028118466,313.3120648142298,161255.8609670616,159.0446457758296,0.8637300844074671,383.801166661262,509.7556296206159,449.6949913669249,1.416831471356714,0.8840083242548218,1596.196783634078,3.341758168317505,0.07605615071929607,-0.8644666483862133,1.595765006829058,1.522790150077318,1.512334574186871,0.3014869566731473,0.3402850675114649,1.504424421026301,31.76163951647673,4.381735983467157,4.00590251968018,7.090323512424971,6.367209799130591,6.508878231723276,2.914021300412486,2.701327424124154,6.280449719772973,4.468992790804598,-0.4702180332183908
925B3H38991,0.517315789473684,"Count and Measure of 925B, 3H-3, 89-91.csv",60817.52389927553,57.98740201849969,0.7783989562301622,220.5412191095941,299.1700107492411,264.2311345097746,1.232181287852964,0.6734582231945533,938.2321747788093,41538.32453873961,6.035552173837432,0.04432804357020584,71.12954961438071,95.94459013643718,82.33882360446403,0.1066104168368005,0.116084635115336,302.1617694172522,148816.3070039314,67.30155748652967,0.8411058947413381,367.5203731659682,495.3544532637644,431.5366793564237,1.412549801757119,0.8842883734060126,1558.588932779467,1.94495160708471,-0.1520617176305168,-0.5656642580825555,1.205756173391268,1.291329875820892,1.171959880917658,0.2712982535377612,0.3523541812887436,1.208522874561304,7.52789001199153,2.95353495284497,2.996573760194134,4.411364453944211,4.693873729160115,4.156015660168706,2.849074482202613,2.621306639034013,4.299947150083572,4.46950194736842,-0.47096093894736835
925B3H3104106,0.521263157894737,"Count and Measure of 925B, 3H-3, 104-106.csv",52602.48988406146,103.2186630833346,0.8075565741396185,205.3993069715456,276.4495903034469,244.4497896760409,1.228828561491143,0.6768288864849905,849.7059125040465,41521.23063217666,13.02473930904384,0.03914008952880409,68.074299839722,92.32799990111609,80.06690557877928,0.1052092492288375,0.1154658515499588,291.3093804312377,131316.7172953886,124.6510047195873,0.8595275433635797,342.2006485780988,463.6263817814212,405.7762567035335,1.414183421600926,0.8902736762559753,1442.61217781432,3.770661247324132,-0.03169457475707288,-0.9349369587273524,1.868885929473643,1.865974187877471,1.817855268578529,0.2733229618193769,0.3582079880479524,1.910771608694848,31.11960224972147,3.153204613510558,4.273981513976268,8.42628809326189,8.476900714350938,8.17516097721998,2.870766132503304,2.681058590191808,8.953623283433238,4.469863794736842,-0.47189020000000004
925C3H33738,0.527842105263158,"Count and Measure of 925C, 3H-3, 37-38.csv",58170.15268389136,103.5418675566532,0.7981102384555476,214.5579012691532,291.6950562771618,256.646136176218,1.238195556323409,0.667092461668204,898.4507511786275,45152.60095829965,14.02144577360934,0.04232393043059768,74.15399539586551,99.22841042059324,85.19733486545492,0.1075982527543073,0.1160119262575179,311.0084419084207,155540.4526320488,126.2995709063378,0.8545013792661871,376.6320886586129,512.8210669520026,442.7360632131868,1.429203502462855,0.8892491006461347,1584.027141115502,2.595198603230267,0.138136200205167,-0.9363835720934466,1.775029663099304,1.646341575410116,1.655510169807163,0.2803142434487444,0.441602944556783,1.666642067642607,10.99922648769967,3.676677697568481,4.059137890029035,6.76361202052057,5.963258172680201,6.026055207357575,3.078336895284072,2.956058644250058,6.085129962836178,4.470184313157895,-0.4739550110526316
925C3H35455,0.532315789473684,"Count and Measure of 925C, 3H-3, 54-55.csv",60858.66017350164,59.01257822710926,0.7789618327925759,218.1826165265016,297.3896075788434,260.7227468293538,1.242155163251585,0.6636645432369326,925.4077078563456,47951.31550069655,7.492777149901204,0.04587223235354679,81.41968023562968,107.5465780539804,93.14780175189975,0.110809926302872,0.1186628076123967,339.413763624093,163317.088883765,71.03966043000761,0.848250613199919,386.5372971628616,525.1931679500069,451.5897890701721,1.435536441367958,0.8907299042611285,1625.379062249041,2.198879079459823,0.3321691922441731,-0.4493664290240732,1.302940883958324,1.242246984905218,1.229451189698355,0.2769729155773923,0.4608611312964986,1.24962725407012,9.861373426836625,4.785591777007959,3.042851194866888,4.760769575491459,4.411200551412765,4.464426563710711,3.102415772332049,2.941938087703678,4.538675747762104,4.470224594736842,-0.4758121084210525
925C3H37475,0.537578947368421,"925C, 3H-3, 74-75.xlsx",,78.05827387926985,0.8030346226915429,217.0680304247895,285.0716277328798,254.1457341866916,1.211065551510503,0.6934065278765714,,,10.66591278653381,0.0295994908929504,74.28883320236791,93.53574761259141,83.05250620975676,0.08979892850146183,0.1056667247450646,,,94.8736744483484,0.853969503319744,372.0450798055902,482.4552605773739,427.7333150155796,1.354641024752503,0.8902794089078939,,,0.5526303038710904,0.2745125006794683,1.313861418461558,1.28365903049599,1.26924850877608,-0.1000469287253752,0.5186912846365569,,,5.460405380055161,2.37743863935226,4.530971592425683,4.433123750539715,4.390731865386288,2.247628967940282,2.544152665706199,,4.4703990052631575,-0.4787820289473684
925C3H38990,0.541526315789474,"Count and Measure of 925C, 3H-3, 89-90.csv",57366.4552042453,73.22851545577655,0.7967731354836218,217.5275879611672,291.0350805498967,257.7104097624585,1.220937401846805,0.6848609134991968,904.4961948055821,40483.25616202503,11.15823457670628,0.04430172763283467,67.00797567635341,89.16466856818434,76.65689008438936,0.1027614516922661,0.1128036805812362,280.1146973595558,131058.4371291363,89.95509599756457,0.85721390150164,352.9375430151896,466.5643972364642,408.1896674664706,1.406610190948739,0.8850662344365348,1459.009648975283,3.216411678535529,1.079377951726322,-0.7308178794087051,1.785864054131113,1.776644838592348,1.756965821330494,0.441830155087775,0.2296990477617288,1.763221228691093,20.21802946732827,13.44487908271547,3.51647646097553,7.273480437431346,7.665743461607863,7.400368980663107,3.182803352127678,2.706575370568798,7.5806583705317,4.4706431,-0.4815640044736844
925C3H3107108,0.54646511627907,"Count and Measure of 925C, 3H-3, 107-108.csv",60429.60633906678,121.5800661689005,0.8077085300778629,222.6328581352099,297.0470840820063,262.4157947544664,1.224951466556198,0.682607449380044,913.0106180126878,44860.7290902313,16.40053695600518,0.04360038715743848,74.4390617935881,96.80445131033552,84.7671184060074,0.1115112296060849,0.1202261908195503,306.6620074358157,152552.5280424716,144.9891247562661,0.8655004367770122,375.1767664802312,495.0874225414412,438.7832874868672,1.430035477517258,0.8956399793656693,1546.74233556794,2.950690566377933,0.0569510973263734,-0.961027937140133,1.592112116191742,1.467709769966968,1.490277549263906,0.5147830388784389,0.168491157708837,1.454617301487171,20.99560386937799,5.01772077586313,4.275458821607812,6.537393792672997,5.938332083079196,6.066480456205104,3.12070449441716,2.615945757902825,5.704434008207049,4.471071581395349,-0.48566340046511647
925C3H3117118,0.551116279069767,"925C, 3H-3, 117-118.xlsx",,102.9357641750146,0.8152483896708385,215.6470824436796,278.9144328237385,249.8798422186328,1.199786709465822,0.7065922811497207,,,8.485530569625787,0.0289811627824627,66.75137686066172,84.0583679184028,74.99497989366502,0.08998640030706764,0.1070533679055726,,,117.5655582526863,0.8614499750530346,353.7756914591647,452.4135431038964,405.1371216848028,1.351684350858609,0.9033479000781006,,,0.9419678566501305,-0.07553913294430521,1.646523437456915,1.56678888076366,1.603663043342083,0.06032325490371966,0.3709274221086909,,,4.630771032582718,2.4442862483885,6.529434287103604,6.135010674370089,6.279020605028578,2.27404025830397,2.438203278335096,,4.471587437209302,-0.49010863720930187
